,nro_inscripcion,sexo,nacionalidad,edad,regular,cnt_readmisiones,calidad,estado_civil,sit_lab_alumno,tipo_res_nuevo,sit_lab_padres,estudios_padres,inactividad
306,FCEQN-5520,2,1.0,27,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
307,FCEQN-5521,2,1.0,28,N,1.0,P,1.0,NC,-1.0,3,5.0,4
308,FCEQN-5522,2,1.0,27,S,1.0,P,1.0,NC,1.0,3,3.0,15
309,FCEQN-5523,2,1.0,27,S,0.0,A,1.0,NC,-1.0,-1,-1.0,0
310,FCEQN-5524,2,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
311,FCEQN-5525,2,1.0,26,S,0.0,A,1.0,NC,1.0,1,5.0,3
312,FCEQN-5526,2,1.0,30,N,2.0,P,1.0,NC,-1.0,-1,-1.0,4
313,FCEQN-5529,2,1.0,27,N,2.0,P,1.0,NC,1.0,3,5.0,3
314,FCEQN-5530,1,1.0,30,S,0.0,A,1.0,NC,-1.0,-1,-1.0,2
315,FCEQN-5532,2,1.0,27,S,0.0,P,1.0,NC,-1.0,-1,-1.0,1
316,FCEQN-5534,2,1.0,27,N,1.0,P,1.0,NC,2.0,1,5.0,1
317,FCEQN-5536,1,1.0,26,S,2.0,A,1.0,NC,2.0,1,5.0,1
318,FCEQN-5541,2,1.0,26,N,2.0,A,1.0,NC,-1.0,3,5.0,3
319,FCEQN-5543,2,1.0,26,S,2.0,A,1.0,NC,-1.0,-1,-1.0,0
320,FCEQN-5544,2,1.0,26,N,1.0,P,1.0,NC,-1.0,-1,-1.0,3
321,FCEQN-5550,1,1.0,32,N,0.0,A,1.0,NC,-1.0,1,5.0,10
322,FCEQN-5551,2,1.0,27,S,1.0,A,1.0,NC,1.0,3,5.0,1
323,FCEQN-5565,2,1.0,31,S,2.0,P,1.0,NC,1.0,1,5.0,0
324,FCEQN-5567,2,1.0,27,N,1.0,P,1.0,NC,-1.0,3,5.0,0
325,FCEQN-5570,1,1.0,27,S,0.0,P,1.0,NC,4.0,-1,-1.0,1
327,FCEQN-5573,1,1.0,30,N,2.0,A,1.0,NC,1.0,-1,-1.0,3
328,FCEQN-5578,2,1.0,26,S,1.0,A,1.0,NC,1.0,-1,-1.0,3
329,FCEQN-5580,2,1.0,28,S,1.0,P,1.0,NC,1.0,3,5.0,2
330,FCEQN-5581,2,1.0,29,N,0.0,P,1.0,NC,-1.0,-1,-1.0,0
331,FCEQN-5584,2,1.0,34,N,1.0,P,1.0,NC,-1.0,-1,-1.0,3
332,FCEQN-5585,1,1.0,28,S,1.0,P,1.0,NC,-1.0,-1,-1.0,3
333,FCEQN-5588,1,1.0,26,N,1.0,A,1.0,NC,-1.0,-1,-1.0,0
334,FCEQN-5594,1,1.0,32,N,1.0,A,1.0,NC,-1.0,-1,-1.0,1
335,FCEQN-5595,1,1.0,26,N,2.0,P,1.0,NC,2.0,1,3.0,4
336,FCEQN-5600,2,1.0,33,S,1.0,P,1.0,NC,-1.0,-1,-1.0,2
337,FCEQN-5602,2,1.0,27,N,1.0,P,1.0,NC,-1.0,3,5.0,1
338,FCEQN-5605,2,1.0,27,S,2.0,P,1.0,NC,-1.0,-1,-1.0,2
339,FCEQN-5606,1,1.0,28,S,0.0,A,1.0,NC,2.0,3,3.0,2
340,FCEQN-5612,2,1.0,26,N,1.0,P,1.0,NC,1.0,1,5.0,2
341,FCEQN-5613,2,1.0,27,N,1.0,P,1.0,NC,1.0,-1,-1.0,1
342,FCEQN-5614,2,1.0,33,S,1.0,A,1.0,NC,1.0,1,4.0,2
343,FCEQN-5615,1,1.0,26,N,0.0,A,1.0,NC,-1.0,1,5.0,4
344,FCEQN-5617,2,1.0,28,S,1.0,P,1.0,NC,-1.0,-1,-1.0,0
345,FCEQN-5622,1,1.0,27,N,2.0,P,1.0,NC,-1.0,1,5.0,3
346,FCEQN-5625,2,1.0,26,N,0.0,P,1.0,NC,-1.0,-1,-1.0,3
347,FCEQN-5627,2,1.0,27,S,0.0,A,1.0,NC,4.0,4,3.0,1
348,FCEQN-5629,2,1.0,28,N,0.0,A,1.0,NC,-1.0,-1,-1.0,3
349,FCEQN-5631,2,2.0,26,N,2.0,P,1.0,NC,4.0,1,5.0,4
350,FCEQN-5324,2,1.0,26,S,2.0,A,1.0,NC,2.0,1,5.0,3
351,FCEQN-5636,1,1.0,27,N,1.0,P,1.0,NC,1.0,1,4.0,4
352,FCEQN-5639,2,1.0,26,N,0.0,A,1.0,NC,-1.0,-1,-1.0,4
353,FCEQN-5641,1,1.0,27,N,1.0,P,1.0,NC,-1.0,-1,-1.0,2
354,FCEQN-5648,2,1.0,27,N,1.0,P,1.0,NC,-1.0,-1,-1.0,7
355,FCEQN-5650,2,1.0,26,S,0.0,A,1.0,NC,1.0,3,4.0,0
356,FCEQN-5651,1,1.0,29,N,1.0,P,1.0,NC,2.0,1,5.0,1
357,FCEQN-5652,2,1.0,26,N,2.0,A,1.0,NC,2.0,1,5.0,6
358,FCEQN-5667,1,1.0,27,N,1.0,P,1.0,NC,-1.0,-1,-1.0,4
359,FCEQN-5668,1,1.0,27,S,2.0,P,1.0,NC,1.0,3,7.0,2
360,FCEQN-5671,1,1.0,26,N,2.0,P,1.0,NC,2.0,3,3.0,3
361,FCEQN-5672,2,1.0,27,S,1.0,P,1.0,NC,-1.0,-1,-1.0,3
362,FCEQN-5679,2,1.0,27,N,1.0,A,1.0,NC,1.0,1,4.0,1
363,FCEQN-5683,2,1.0,29,N,0.0,A,1.0,NC,1.0,1,4.0,3
364,FCEQN-5686,2,1.0,30,N,1.0,P,1.0,NC,4.0,3,5.0,0
365,FCEQN-5687,2,1.0,28,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
366,FCEQN-5692,1,1.0,36,S,2.0,A,1.0,NC,1.0,3,3.0,4
367,FCEQN-5696,1,1.0,26,N,1.0,P,1.0,NC,-1.0,-1,-1.0,3
368,FCEQN-5698,1,1.0,27,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
369,FCEQN-5699,2,1.0,26,N,0.0,P,1.0,NC,-1.0,-1,-1.0,4
370,FCEQN-5703,1,1.0,29,N,1.0,A,1.0,NC,-1.0,-1,-1.0,2
371,FCEQN-5704,1,1.0,27,N,1.0,P,1.0,NC,1.0,3,4.0,1
372,FCEQN-5705,2,1.0,27,N,1.0,A,1.0,NC,1.0,1,4.0,2
373,FCEQN-5706,1,1.0,27,S,1.0,A,1.0,NC,4.0,3,5.0,2
374,FCEQN-5707,1,1.0,39,S,0.0,A,1.0,NC,-1.0,-1,-1.0,2
375,FCEQN-5709,1,1.0,29,S,0.0,P,1.0,NC,-1.0,-1,-1.0,1
376,FCEQN-5711,1,1.0,29,S,0.0,A,1.0,NC,2.0,1,5.0,0
377,FCEQN-5712,1,1.0,26,S,2.0,A,1.0,NC,1.0,3,5.0,4
378,FCEQN-5716,2,1.0,26,S,2.0,P,1.0,NC,-1.0,-1,-1.0,4
379,FCEQN-2334,1,1.0,31,S,0.0,P,1.0,No,2.0,3,3.0,12
380,FCEQN-5720,2,1.0,26,S,1.0,P,1.0,NC,1.0,3,3.0,2
381,FCEQN-5725,2,1.0,27,N,2.0,A,1.0,NC,-1.0,-1,-1.0,1
382,FCEQN-5726,2,2.0,31,N,1.0,P,1.0,NC,2.0,1,5.0,1
383,FCEQN-5727,2,1.0,26,N,1.0,P,1.0,NC,-1.0,-1,-1.0,1
384,FCEQN-5728,1,1.0,27,S,2.0,A,1.0,NC,1.0,1,2.0,4
385,FCEQN-5729,1,1.0,28,N,1.0,P,1.0,NC,-1.0,-1,-1.0,0
386,FCEQN-5734,2,1.0,27,S,0.0,A,1.0,NC,4.0,1,3.0,1
387,FCEQN-5735,2,1.0,28,S,2.0,P,1.0,NC,2.0,3,4.0,0
388,FCEQN-5738,2,1.0,27,S,1.0,P,1.0,NC,1.0,3,5.0,2
389,FCEQN-5741,2,1.0,28,S,1.0,A,1.0,NC,-1.0,-1,-1.0,3
390,FCEQN-5743,1,1.0,27,N,1.0,P,1.0,NC,1.0,1,3.0,2
391,FCEQN-5745,1,1.0,31,S,0.0,A,1.0,NC,2.0,1,3.0,4
392,FCEQN-5748,2,1.0,38,N,2.0,P,1.0,NC,1.0,3,3.0,2
393,FCEQN-5385,2,1.0,37,N,1.0,A,1.0,NC,4.0,1,3.0,5
394,FCEQN-5749,2,1.0,28,S,2.0,A,1.0,NC,2.0,3,3.0,1
395,FCEQN-5757,1,1.0,27,S,1.0,P,1.0,NC,1.0,1,3.0,1
396,FCEQN-5761,1,1.0,26,S,2.0,A,1.0,NC,-1.0,-1,-1.0,3
397,FCEQN-5762,2,1.0,27,S,1.0,A,1.0,NC,1.0,3,4.0,0
398,FCEQN-5766,1,1.0,27,S,1.0,P,1.0,NC,-1.0,-1,-1.0,2
399,FCEQN-5767,1,1.0,26,S,1.0,A,1.0,NC,1.0,3,3.0,0
400,FCEQN-5367,2,1.0,27,N,2.0,A,1.0,NC,-1.0,-1,-1.0,0
401,989,1,1.0,39,N,1.0,P,1.0,NC,1.0,-1,-1.0,18
402,FCEQN-5773,2,1.0,33,S,1.0,P,1.0,NC,2.0,3,7.0,2
403,FCEQN-5168,2,1.0,26,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
404,FCEQN-5774,1,1.0,27,S,1.0,P,1.0,NC,4.0,1,5.0,2
405,FCEQN-5775,1,1.0,27,N,1.0,P,1.0,NC,2.0,3,4.0,2
406,FCEQN-5776,2,1.0,36,N,2.0,A,2.0,NC,2.0,3,5.0,2
407,FCEQN-5576,1,1.0,28,S,2.0,P,1.0,NC,1.0,-1,-1.0,3
408,FCEQN-5624,2,1.0,28,S,2.0,A,1.0,NC,-1.0,-1,-1.0,3
409,FCEQN-4891,2,1.0,28,S,1.0,P,1.0,No,4.0,1,5.0,4
410,FCEQN-5782,2,1.0,38,N,2.0,A,1.0,NC,-1.0,-1,-1.0,1
411,FCEQN-5747,1,1.0,27,N,1.0,A,1.0,NC,1.0,3,4.0,5
412,FCEQN-4621,2,1.0,28,N,1.0,P,1.0,Si,1.0,5,3.0,4
413,FCEQN-5783,1,1.0,26,N,0.0,P,1.0,NC,1.0,3,5.0,3
414,FCEQN-5392,2,1.0,26,S,0.0,A,1.0,NC,4.0,3,3.0,1
415,FCEQN-5155,2,1.0,26,N,0.0,P,1.0,NC,-1.0,-1,-1.0,1
416,FCEQN-5281,2,1.0,27,N,0.0,A,1.0,NC,-1.0,1,5.0,4
417,FCEQN-5190,2,1.0,27,S,0.0,P,1.0,NC,2.0,1,7.0,2
418,FCEQN-5784,2,1.0,28,N,1.0,P,1.0,NC,4.0,1,3.0,2
419,FCEQN-5417,2,1.0,26,N,0.0,A,1.0,NC,4.0,3,5.0,0
420,FCEQN-5387,1,1.0,37,N,1.0,P,1.0,NC,-1.0,-1,-1.0,2
421,FCEQN-5572,2,1.0,26,N,2.0,A,1.0,NC,4.0,4,3.0,2
422,FCEQN-5228,1,1.0,26,S,1.0,A,1.0,NC,4.0,4,5.0,3
423,FCEQN-5489,2,1.0,26,S,2.0,P,1.0,NC,2.0,1,5.0,1
424,FCEQN-5478,2,1.0,27,N,0.0,P,1.0,NC,-1.0,-1,-1.0,3
425,FCEQN-5792,2,1.0,28,S,1.0,P,1.0,NC,1.0,3,7.0,3
426,FCEQN-5793,2,1.0,26,S,2.0,A,1.0,NC,4.0,-1,-1.0,1
427,FCEQN-5456,1,1.0,27,S,1.0,A,1.0,NC,-1.0,1,5.0,3
428,FCEQN-5619,2,1.0,27,N,1.0,P,1.0,NC,-1.0,-1,-1.0,1
429,FCEQN-5723,2,1.0,27,S,0.0,A,1.0,NC,1.0,3,5.0,0
430,FCEQN-5420,2,1.0,27,S,1.0,A,1.0,NC,-1.0,-1,-1.0,2
431,FCEQN-5467,2,1.0,26,S,2.0,A,1.0,NC,1.0,1,5.0,1
432,FCEQN-5645,2,1.0,27,N,1.0,A,1.0,NC,2.0,1,5.0,0
433,FCEQN-5348,1,1.0,31,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
434,FCEQN-5722,1,1.0,26,S,2.0,A,1.0,NC,2.0,3,7.0,5
435,FCEQN-5628,2,1.0,27,S,1.0,A,1.0,NC,1.0,3,3.0,5
436,FCEQN-5166,2,1.0,26,S,2.0,P,1.0,NC,-1.0,-1,-1.0,8
437,FCEQN-5474,1,1.0,27,N,1.0,P,1.0,NC,4.0,1,3.0,4
438,FCEQN-5799,2,1.0,26,N,2.0,P,1.0,NC,2.0,1,5.0,5
439,FCEQN-5750,2,1.0,26,N,1.0,P,1.0,NC,2.0,1,5.0,4
440,FCEQN-5472,2,1.0,27,N,1.0,P,1.0,NC,4.0,1,3.0,4
441,FCEQN-5469,2,1.0,26,N,0.0,P,1.0,NC,2.0,3,4.0,5
442,FCEQN-5800,1,1.0,27,N,1.0,P,1.0,NC,4.0,-1,-1.0,2
443,FCEQN-5717,1,1.0,26,N,2.0,P,1.0,NC,2.0,1,5.0,0
444,FCEQN-5245,1,1.0,29,S,1.0,A,1.0,NC,4.0,1,5.0,4
445,FCEQN-5214,1,1.0,26,S,1.0,A,1.0,NC,1.0,1,5.0,3
446,FCEQN-5730,1,1.0,27,S,0.0,A,1.0,NC,2.0,1,3.0,3
447,FCEQN-5592,1,1.0,27,S,1.0,P,1.0,NC,-1.0,-1,-1.0,2
448,FCEQN-5694,2,2.0,27,S,0.0,A,1.0,NC,4.0,1,5.0,6
449,FCEQN-5293,1,1.0,29,N,2.0,A,1.0,NC,2.0,1,5.0,4
450,FCEQN-5483,2,1.0,27,S,1.0,A,1.0,NC,2.0,1,5.0,2
451,FCEQN-5279,1,1.0,27,N,0.0,P,1.0,NC,-1.0,-1,-1.0,4
452,1057,2,1.0,40,S,1.0,P,1.0,NC,4.0,1,4.0,4
453,FCEQN-5198,2,1.0,26,S,1.0,P,1.0,NC,4.0,1,5.0,0
454,FCEQN-5188,2,1.0,26,N,2.0,P,1.0,NC,2.0,1,3.0,1
455,4996,1,1.0,40,N,2.0,P,1.0,NC,1.0,4,5.0,1
456,FCEQN-5807,2,1.0,34,N,2.0,P,1.0,NC,1.0,1,5.0,12
457,FCEQN-5169,2,1.0,26,S,2.0,A,1.0,NC,-1.0,-1,-1.0,1
458,FCEQN-5733,2,2.0,26,N,0.0,P,1.0,NC,4.0,1,3.0,1
459,FCEQN-5808,2,1.0,62,N,1.0,P,2.0,NC,1.0,1,5.0,33
460,FCEQN-5433,2,2.0,27,N,1.0,P,1.0,NC,2.0,3,3.0,4
461,FCEQN-5697,2,1.0,26,N,0.0,A,1.0,NC,4.0,3,5.0,1
462,FCEQN-5620,2,1.0,26,S,1.0,A,1.0,NC,2.0,3,5.0,3
463,FCEQN-5765,1,1.0,28,N,0.0,P,1.0,NC,2.0,1,3.0,0
464,FCEQN-5495,1,1.0,27,N,0.0,P,1.0,NC,1.0,3,5.0,1
465,FCEQN-5390,1,1.0,27,S,2.0,P,1.0,NC,4.0,3,3.0,4
466,FCEQN-5297,2,1.0,27,S,0.0,A,1.0,NC,1.0,-1,-1.0,1
467,FCEQN-5295,2,1.0,26,N,2.0,A,1.0,NC,-1.0,-1,-1.0,1
468,FCEQN-5542,2,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
469,FCEQN-5659,1,1.0,27,S,1.0,P,1.0,NC,2.0,3,3.0,1
470,FCEQN-5233,1,1.0,26,N,2.0,P,1.0,NC,2.0,1,7.0,1
471,FCEQN-5383,2,1.0,37,S,2.0,A,1.0,NC,-1.0,-1,-1.0,4
472,FCEQN-5195,2,1.0,27,S,1.0,P,1.0,NC,2.0,1,5.0,2
473,FCEQN-5398,1,1.0,26,N,1.0,A,1.0,NC,2.0,3,5.0,4
474,FCEQN-5630,2,2.0,26,N,1.0,P,1.0,NC,2.0,1,7.0,1
475,FCEQN-5391,2,1.0,26,S,2.0,P,1.0,NC,2.0,1,5.0,1
476,FCEQN-5112,2,1.0,28,S,0.0,A,1.0,NC,1.0,1,5.0,3
477,FCEQN-5649,1,1.0,26,N,2.0,P,1.0,NC,4.0,1,5.0,1
478,FCEQN-5312,2,1.0,29,N,1.0,A,1.0,NC,1.0,1,7.0,3
479,5863,2,1.0,41,N,1.0,A,1.0,NC,-1.0,-1,-1.0,4
480,60,1,1.0,41,N,2.0,P,1.0,NC,-1.0,-1,-1.0,3
481,309,2,1.0,50,N,1.0,P,2.0,NC,1.0,1,3.0,4
482,428,1,1.0,48,S,0.0,A,1.0,NC,-1.0,-1,-1.0,15
483,775,1,1.0,43,S,0.0,A,2.0,NC,-1.0,-1,-1.0,2
484,1041,2,1.0,40,S,2.0,A,1.0,NC,-1.0,-1,-1.0,2
485,1568,2,1.0,37,S,2.0,A,1.0,NC,-1.0,4,5.0,3
486,3365,2,2.0,38,N,2.0,P,2.0,Si,4.0,2,3.0,0
487,1963,2,1.0,38,S,1.0,A,1.0,NC,-1.0,3,7.0,2
488,2010,2,1.0,38,N,2.0,P,2.0,NC,1.0,-1,-1.0,2
489,3138,1,1.0,37,N,0.0,P,1.0,S,4.0,-1,-1.0,16
490,3219,2,1.0,37,N,2.0,A,1.0,NC,-1.0,-1,-1.0,1
491,4319,1,1.0,41,S,0.0,A,1.0,NC,-1.0,-1,-1.0,14
492,4424,1,1.0,38,N,0.0,A,1.0,NC,-1.0,-1,-1.0,0
493,4470,1,1.0,38,S,0.0,P,1.0,NC,1.0,4,5.0,3
494,4683,1,1.0,52,N,0.0,A,1.0,NC,-1.0,-1,-1.0,2
495,4687,1,1.0,51,N,1.0,A,2.0,NC,1.0,5,4.0,28
496,4815,1,1.0,51,S,2.0,P,2.0,NC,-1.0,-1,-1.0,3
497,5103,1,1.0,39,N,1.0,A,3.0,NC,4.0,-1,-1.0,1
498,5204,1,1.0,35,S,1.0,A,2.0,No,4.0,4,5.0,2
499,6697,2,1.0,37,N,2.0,P,1.0,NC,-1.0,-1,-1.0,12
500,6984,2,1.0,34,N,1.0,P,1.0,NC,4.0,3,4.0,10
501,FCEQN-285,2,1.0,34,N,0.0,P,1.0,NC,-1.0,4,5.0,4
502,FCEQN-444,2,1.0,35,S,1.0,P,1.0,NC,1.0,-1,-1.0,9
503,FCEQN-630,1,1.0,34,S,2.0,A,1.0,NC,4.0,-1,-1.0,3
504,FCEQN-776,1,1.0,42,S,1.0,P,1.0,No,4.0,4,3.0,11
505,FCEQN-1555,2,1.0,31,N,0.0,P,1.0,NC,-1.0,-1,-1.0,6
506,FCEQN-1605,2,1.0,31,S,1.0,A,1.0,NC,2.0,-1,-1.0,1
507,FCEQN-1652,1,1.0,34,N,2.0,P,1.0,NC,1.0,-1,-1.0,0
508,FCEQN-1112,2,1.0,34,S,2.0,A,1.0,NC,-1.0,-1,-1.0,1
509,FCEQN-1173,2,3.0,31,S,2.0,P,1.0,No,1.0,-1,5.0,13
510,FCEQN-1432,1,1.0,34,N,0.0,P,1.0,No,1.0,3,7.0,7
511,FCEQN-2298,2,1.0,31,S,0.0,A,1.0,NC,4.0,-1,-1.0,1
512,FCEQN-2313,2,1.0,30,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
513,FCEQN-2462,1,1.0,33,N,2.0,P,1.0,NC,-1.0,-1,-1.0,3
514,FCEQN-2505,1,1.0,30,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
515,FCEQN-2614,2,1.0,31,N,0.0,P,1.0,NC,4.0,-1,-1.0,6
516,FCEQN-2647,2,1.0,30,S,0.0,A,1.0,NC,4.0,-1,-1.0,5
517,FCEQN-2721,1,1.0,35,N,0.0,P,1.0,NC,1.0,-1,7.0,5
518,FCEQN-2914,2,1.0,31,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
519,FCEQN-3074,1,1.0,37,S,1.0,A,1.0,NC,4.0,-1,-1.0,1
520,FCEQN-3180,1,1.0,32,S,1.0,P,1.0,NC,4.0,-1,1.0,3
521,FCEQN-3311,2,1.0,29,N,1.0,A,1.0,No,4.0,4,5.0,1
522,FCEQN-3326,1,1.0,35,N,0.0,P,1.0,1,2.0,3,3.0,2
523,FCEQN-3458,1,1.0,32,S,1.0,A,1.0,1,4.0,3,4.0,6
524,FCEQN-3459,1,1.0,29,N,0.0,A,1.0,No,1.0,1,7.0,1
525,FCEQN-3536,1,1.0,33,S,1.0,P,1.0,NC,-1.0,-1,-1.0,5
526,FCEQN-3648,1,1.0,32,N,1.0,P,1.0,NC,1.0,-1,-1.0,3
527,FCEQN-3667,2,1.0,30,N,0.0,A,1.0,No,4.0,3,5.0,6
528,FCEQN-3682,2,1.0,30,S,1.0,P,1.0,NC,3.0,-1,-1.0,4
529,FCEQN-3684,2,1.0,34,S,0.0,A,1.0,NC,4.0,-1,-1.0,3
530,FCEQN-3777,2,1.0,30,N,0.0,A,1.0,NC,1.0,-1,-1.0,6
531,FCEQN-3793,1,1.0,33,S,1.0,A,1.0,NC,4.0,-1,-1.0,1
532,FCEQN-3958,2,1.0,30,N,2.0,P,1.0,NC,4.0,4,1.0,3
533,FCEQN-4120,1,1.0,30,N,1.0,A,1.0,1,4.0,1,5.0,3
534,FCEQN-4157,2,1.0,29,S,2.0,A,1.0,Si,1.0,5,7.0,4
535,FCEQN-4173,1,1.0,30,S,1.0,P,1.0,No,4.0,4,5.0,3
536,FCEQN-4184,1,1.0,28,S,0.0,A,1.0,Si,2.0,5,5.0,0
537,FCEQN-4193,2,1.0,29,S,0.0,A,1.0,No,4.0,1,4.0,2
538,FCEQN-4194,1,1.0,29,N,2.0,P,1.0,No,1.0,3,7.0,6
539,FCEQN-4206,2,1.0,32,N,1.0,P,1.0,Si,2.0,1,5.0,4
540,FCEQN-4259,2,1.0,28,N,0.0,P,1.0,No,1.0,1,5.0,6
541,FCEQN-4281,1,1.0,30,N,2.0,P,1.0,No,2.0,1,3.0,3
542,FCEQN-4460,1,1.0,28,N,0.0,P,1.0,No,1.0,3,7.0,1
543,FCEQN-4582,1,1.0,29,S,1.0,P,1.0,Si,1.0,4,3.0,1
544,FCEQN-4604,1,1.0,36,N,1.0,A,1.0,No,1.0,1,7.0,6
545,FCEQN-4620,2,1.0,28,S,2.0,P,1.0,Si,1.0,5,3.0,2
546,FCEQN-4622,2,1.0,29,S,0.0,A,1.0,1,4.0,3,3.0,3
547,FCEQN-4682,2,1.0,28,N,1.0,P,1.0,Si,1.0,1,5.0,1
548,FCEQN-4803,1,1.0,34,N,1.0,P,2.0,1,4.0,3,3.0,4
549,FCEQN-4808,1,1.0,28,S,0.0,A,1.0,Si,1.0,1,5.0,1
550,FCEQN-4832,2,1.0,30,N,1.0,P,5.0,No,3.0,3,3.0,2
551,FCEQN-4835,1,1.0,27,S,0.0,P,1.0,No,2.0,3,5.0,4
552,FCEQN-4877,2,1.0,29,S,2.0,P,1.0,No,4.0,3,4.0,10
553,FCEQN-4889,2,1.0,27,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
554,FCEQN-4906,1,1.0,27,S,2.0,P,1.0,No,1.0,1,7.0,3
555,FCEQN-4931,2,1.0,27,S,0.0,A,1.0,No,1.0,1,7.0,3
556,FCEQN-4936,1,1.0,27,N,1.0,P,1.0,No,1.0,1,3.0,2
557,FCEQN-4956,2,1.0,28,S,0.0,A,1.0,Si,2.0,2,5.0,1
558,FCEQN-4958,1,1.0,27,N,0.0,P,1.0,No,2.0,3,3.0,5
559,FCEQN-4964,1,1.0,28,N,2.0,P,1.0,No,2.0,1,5.0,1
560,FCEQN-4966,1,1.0,28,N,0.0,P,1.0,No,2.0,3,5.0,2
561,FCEQN-4988,2,1.0,27,S,1.0,A,1.0,Si,4.0,1,5.0,2
562,FCEQN-4994,1,1.0,27,N,1.0,A,1.0,No,4.0,3,5.0,3
563,FCEQN-5001,1,1.0,26,S,1.0,A,1.0,No,1.0,1,5.0,0
564,FCEQN-5039,2,1.0,27,S,1.0,P,1.0,No,4.0,1,3.0,4
565,FCEQN-5072,1,1.0,28,N,1.0,P,1.0,No,1.0,3,4.0,1
566,FCEQN-5076,1,1.0,31,S,2.0,P,1.0,1,2.0,1,5.0,1
567,FCEQN-5109,2,1.0,29,N,1.0,A,1.0,NC,1.0,1,5.0,2
568,FCEQN-5125,2,1.0,27,N,0.0,P,1.0,NC,1.0,3,6.0,1
569,FCEQN-5127,2,1.0,26,S,1.0,P,1.0,NC,-1.0,-1,-1.0,0
570,FCEQN-5132,2,1.0,26,N,1.0,A,1.0,NC,4.0,3,5.0,4
571,FCEQN-5137,2,1.0,26,S,0.0,A,1.0,NC,2.0,-1,-1.0,4
572,FCEQN-5142,2,1.0,29,S,1.0,A,1.0,NC,2.0,1,7.0,3
573,FCEQN-5146,2,1.0,27,S,1.0,A,1.0,NC,2.0,3,5.0,0
574,FCEQN-5147,1,1.0,27,S,2.0,P,1.0,NC,2.0,1,5.0,2
576,FCEQN-5151,2,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
577,FCEQN-5153,2,1.0,26,S,2.0,A,1.0,NC,2.0,3,5.0,2
578,FCEQN-5156,1,1.0,26,N,1.0,P,1.0,NC,-1.0,1,7.0,3
579,FCEQN-5157,2,1.0,31,S,0.0,A,1.0,NC,1.0,3,3.0,6
580,FCEQN-5158,1,1.0,34,S,0.0,A,1.0,NC,1.0,-1,-1.0,1
581,FCEQN-5159,1,1.0,27,N,0.0,P,1.0,NC,4.0,1,5.0,2
582,FCEQN-5172,2,1.0,26,S,1.0,P,1.0,NC,1.0,1,3.0,1
583,FCEQN-5176,2,1.0,28,S,1.0,A,1.0,NC,4.0,1,4.0,0
584,FCEQN-5178,1,1.0,29,S,2.0,A,1.0,NC,1.0,1,5.0,3
585,FCEQN-5184,2,1.0,27,S,2.0,A,1.0,NC,1.0,1,5.0,3
586,FCEQN-5186,1,1.0,26,N,1.0,P,1.0,NC,4.0,1,5.0,1
587,FCEQN-5187,1,1.0,28,N,2.0,A,1.0,NC,2.0,3,5.0,2
588,FCEQN-5189,2,1.0,27,S,1.0,A,1.0,NC,2.0,1,5.0,4
589,FCEQN-5191,2,1.0,26,S,0.0,P,1.0,NC,-1.0,-1,-1.0,5
590,FCEQN-5192,1,1.0,29,N,0.0,P,1.0,NC,2.0,3,3.0,2
591,FCEQN-5193,1,1.0,26,S,2.0,A,1.0,NC,-1.0,3,5.0,1
592,FCEQN-5194,2,1.0,27,N,0.0,P,1.0,NC,2.0,1,5.0,0
593,FCEQN-5196,2,1.0,26,N,0.0,A,1.0,NC,-1.0,-1,-1.0,1
594,FCEQN-5204,1,1.0,27,N,0.0,P,1.0,NC,2.0,1,5.0,5
595,FCEQN-5205,1,1.0,28,S,2.0,P,1.0,NC,2.0,-1,-1.0,4
596,FCEQN-5210,2,1.0,26,N,1.0,A,1.0,NC,4.0,1,6.0,3
597,FCEQN-5211,1,1.0,27,N,1.0,P,1.0,NC,-1.0,-1,-1.0,6
598,FCEQN-5212,2,1.0,26,N,0.0,P,1.0,NC,-1.0,3,5.0,17
599,FCEQN-5215,1,1.0,26,N,1.0,P,1.0,NC,4.0,1,5.0,14
600,FCEQN-5219,1,1.0,26,N,1.0,P,1.0,NC,-1.0,1,3.0,3
601,FCEQN-5224,2,1.0,26,N,0.0,P,1.0,NC,2.0,3,5.0,2
602,FCEQN-5225,2,1.0,26,N,2.0,P,1.0,NC,-1.0,1,5.0,2
603,FCEQN-5226,1,1.0,28,S,2.0,A,1.0,NC,1.0,4,3.0,4
604,FCEQN-5231,2,1.0,26,S,2.0,P,1.0,NC,-1.0,-1,-1.0,3
605,FCEQN-5232,1,1.0,26,N,0.0,P,1.0,NC,2.0,3,5.0,2
606,FCEQN-5234,1,1.0,27,N,2.0,A,1.0,NC,4.0,1,3.0,5
