,nro_inscripcion,sexo,nacionalidad,edad,regular,cnt_readmisiones,calidad,estado_civil,sit_lab_alumno,tipo_res_nuevo,sit_lab_padres,estudios_padres,inactividad
2991,FCEQN-8112,1,1.0,24,S,1.0,A,1.0,NC,-1.0,1,5.0,1
2992,FCEQN-7066,2,1.0,28,N,1.0,A,1.0,NC,-1.0,4,5.0,3
2993,FCEQN-8114,2,1.0,23,S,2.0,A,1.0,NC,-1.0,4,5.0,0
2994,FCEQN-8116,2,1.0,23,N,2.0,A,1.0,NC,-1.0,-1,-1.0,3
2995,FCEQN-8118,1,1.0,28,S,1.0,P,1.0,NC,-1.0,4,5.0,0
2996,FCEQN-8119,1,1.0,42,N,0.0,A,1.0,NC,-1.0,-1,-1.0,0
2997,FCEQN-8120,1,1.0,38,N,0.0,P,1.0,NC,-1.0,2,5.0,2
2998,FCEQN-8121,2,1.0,30,S,1.0,A,1.0,NC,-1.0,-1,7.0,1
2999,FCEQN-8122,2,2.0,74,S,1.0,A,1.0,NC,2.0,-1,5.0,0
3000,FCEQN-8123,1,1.0,37,N,1.0,P,1.0,NC,2.0,4,5.0,1
3001,FCEQN-8124,1,1.0,24,S,1.0,A,1.0,NC,-1.0,4,5.0,3
3002,FCEQN-8125,2,1.0,27,N,0.0,A,1.0,NC,-1.0,-1,-1.0,2
3003,FCEQN-8126,1,1.0,24,N,1.0,A,1.0,NC,2.0,1,5.0,1
3004,FCEQN-8127,1,1.0,25,S,1.0,P,1.0,NC,-1.0,-1,7.0,0
3005,FCEQN-8128,1,1.0,35,S,1.0,A,1.0,NC,-1.0,1,5.0,0
3006,FCEQN-8129,1,1.0,23,S,2.0,A,1.0,NC,1.0,3,5.0,2
3007,FCEQN-8130,1,1.0,23,S,2.0,A,1.0,NC,2.0,1,5.0,5
3008,FCEQN-7335,1,1.0,24,N,1.0,A,1.0,NC,-1.0,3,5.0,5
3009,FCEQN-8131,1,1.0,24,S,1.0,A,1.0,NC,-1.0,3,5.0,3
3010,FCEQN-8132,2,1.0,24,N,2.0,P,1.0,NC,1.0,3,5.0,0
3011,FCEQN-8133,2,1.0,26,N,1.0,A,1.0,NC,-1.0,1,5.0,0
3012,FCEQN-5298,1,1.0,28,S,1.0,A,1.0,NC,1.0,3,5.0,1
3013,FCEQN-7803,1,1.0,29,S,0.0,A,1.0,NC,-1.0,-1,-1.0,3
3014,FCEQN-8134,1,1.0,24,N,2.0,P,1.0,NC,-1.0,-1,-1.0,3
3015,FCEQN-8135,1,1.0,23,N,1.0,A,1.0,NC,-1.0,-1,-1.0,0
3016,FCEQN-8136,1,1.0,23,S,2.0,P,1.0,NC,-1.0,-1,-1.0,1
3017,FCEQN-8137,1,1.0,26,S,1.0,P,1.0,NC,1.0,3,5.0,1
3018,FCEQN-8138,2,2.0,27,S,1.0,A,1.0,NC,1.0,-1,-1.0,4
3019,FCEQN-7919,2,1.0,30,N,0.0,A,1.0,NC,-1.0,3,7.0,1
3020,FCEQN-5923,1,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,1.0,2
3021,FCEQN-8001,2,1.0,23,N,1.0,P,1.0,NC,-1.0,-1,-1.0,4
3022,FCEQN-8139,2,1.0,55,S,2.0,P,1.0,NC,-1.0,-1,-1.0,1
3023,FCEQN-7353,2,1.0,24,N,1.0,A,1.0,NC,-1.0,4,5.0,3
3024,FCEQN-8140,1,1.0,25,S,2.0,A,1.0,NC,-1.0,4,5.0,3
3025,FCEQN-7932,2,1.0,24,S,1.0,A,1.0,NC,3.0,3,3.0,1
3026,FCEQN-7918,2,1.0,24,N,0.0,A,1.0,NC,1.0,3,3.0,2
3027,FCEQN-7062,2,1.0,26,N,2.0,P,1.0,NC,-1.0,4,5.0,4
3028,FCEQN-7636,2,1.0,23,N,2.0,A,1.0,NC,-1.0,4,3.0,2
3029,FCEQN-8142,1,1.0,50,S,2.0,A,1.0,NC,-1.0,-1,-1.0,2
3030,FCEQN-8143,2,1.0,24,S,2.0,A,1.0,NC,-1.0,4,5.0,0
3031,FCEQN-8144,2,1.0,30,N,1.0,P,1.0,NC,-1.0,-1,-1.0,1
3032,FCEQN-7689,2,1.0,24,S,1.0,A,1.0,NC,-1.0,1,3.0,4
3033,FCEQN-8145,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,7.0,0
3034,FCEQN-8146,1,1.0,23,S,0.0,A,1.0,NC,-1.0,-1,7.0,1
3035,FCEQN-7618,2,1.0,23,S,2.0,A,1.0,NC,3.0,-1,1.0,1
3036,FCEQN-7603,1,1.0,23,S,2.0,A,1.0,NC,3.0,1,7.0,2
3037,FCEQN-7397,2,1.0,24,S,1.0,P,1.0,NC,-1.0,-1,7.0,4
3038,FCEQN-8147,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
3039,FCEQN-7372,1,1.0,24,N,0.0,P,1.0,NC,-1.0,4,5.0,3
3040,FCEQN-8148,2,1.0,23,S,0.0,A,1.0,NC,-1.0,-1,-1.0,0
3041,FCEQN-7642,1,1.0,23,N,0.0,A,1.0,NC,-1.0,1,5.0,4
3042,FCEQN-7390,1,1.0,24,N,0.0,A,1.0,NC,-1.0,-1,7.0,0
3043,FCEQN-7438,2,1.0,25,N,2.0,P,1.0,NC,1.0,3,3.0,3
3045,FCEQN-8032,1,1.0,24,S,1.0,P,1.0,NC,-1.0,-1,-1.0,2
3046,FCEQN-7476,2,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,1.0,3
3047,FCEQN-8149,2,1.0,25,S,1.0,A,1.0,NC,1.0,3,4.0,3
3048,FCEQN-8019,1,1.0,23,S,0.0,A,1.0,NC,-1.0,3,5.0,2
3049,FCEQN-8150,2,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,-1.0,6
3050,FCEQN-7437,1,1.0,23,S,2.0,A,1.0,NC,-1.0,-1,1.0,1
3051,FCEQN-7579,2,1.0,23,N,1.0,P,1.0,NC,3.0,-1,1.0,2
3052,FCEQN-7439,1,1.0,24,S,0.0,A,1.0,NC,-1.0,-1,1.0,2
3053,FCEQN-7330,2,3.0,43,N,1.0,P,1.0,NC,-1.0,4,5.0,1
3054,FCEQN-7457,2,1.0,23,N,0.0,A,1.0,NC,1.0,4,2.0,1
3055,FCEQN-7822,1,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,1.0,1
3056,FCEQN-7191,1,1.0,26,N,0.0,P,1.0,NC,-1.0,-1,5.0,0
3057,FCEQN-7920,1,1.0,23,N,1.0,A,1.0,NC,-1.0,1,5.0,2
3058,FCEQN-7686,2,1.0,23,N,2.0,P,1.0,NC,3.0,1,5.0,5
3059,FCEQN-7828,1,1.0,24,N,1.0,P,1.0,NC,-1.0,1,5.0,0
3060,FCEQN-8056,1,1.0,23,S,2.0,P,1.0,NC,1.0,1,5.0,3
3061,FCEQN-8151,1,1.0,28,S,0.0,A,1.0,NC,2.0,3,3.0,3
3062,FCEQN-8152,2,1.0,26,N,0.0,A,1.0,NC,-1.0,4,7.0,4
3063,FCEQN-7752,1,1.0,23,S,2.0,A,3.0,NC,-1.0,1,5.0,1
3064,FCEQN-7406,2,1.0,23,N,2.0,P,1.0,NC,-1.0,-1,-1.0,3
3065,FCEQN-6999,1,1.0,24,S,1.0,A,1.0,NC,-1.0,4,5.0,0
3066,FCEQN-7617,2,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,1.0,1
3067,FCEQN-7798,2,1.0,24,S,1.0,A,1.0,NC,-1.0,3,3.0,4
3068,FCEQN-7884,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,1.0,10
3069,FCEQN-7482,2,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,1.0,4
3070,FCEQN-7589,2,1.0,23,N,1.0,A,1.0,NC,-1.0,-1,1.0,4
3071,FCEQN-6702,1,1.0,25,S,2.0,A,1.0,NC,-1.0,4,5.0,0
3072,FCEQN-7622,1,1.0,25,N,1.0,P,1.0,NC,-1.0,4,5.0,1
3073,FCEQN-8062,1,1.0,24,N,0.0,A,1.0,NC,-1.0,-1,1.0,1
3074,FCEQN-8008,1,1.0,27,N,1.0,A,1.0,NC,-1.0,3,7.0,1
3075,FCEQN-7829,2,1.0,24,N,2.0,P,1.0,NC,-1.0,3,3.0,3
3076,FCEQN-8154,1,1.0,26,N,2.0,A,1.0,NC,2.0,-1,7.0,1
3077,FCEQN-7911,1,1.0,23,S,0.0,A,1.0,NC,2.0,1,3.0,2
3078,FCEQN-7610,2,1.0,24,N,0.0,A,1.0,NC,1.0,3,5.0,4
3079,FCEQN-7814,1,1.0,23,N,2.0,P,1.0,NC,-1.0,-1,1.0,5
3080,FCEQN-7434,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,1.0,1
3081,FCEQN-7516,1,1.0,24,S,2.0,A,1.0,NC,-1.0,-1,-1.0,1
3082,FCEQN-7567,1,1.0,25,N,0.0,A,1.0,NC,-1.0,-1,1.0,3
3083,FCEQN-8072,2,1.0,27,N,2.0,P,1.0,NC,-1.0,3,3.0,1
3084,FCEQN-7633,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
3085,FCEQN-7388,1,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,-1.0,3
3086,FCEQN-8155,1,1.0,23,N,1.0,P,1.0,NC,-1.0,-1,7.0,0
3087,FCEQN-7324,2,1.0,23,N,1.0,P,1.0,NC,-1.0,-1,-1.0,5
3088,FCEQN-7423,1,1.0,23,S,2.0,A,1.0,NC,-1.0,4,5.0,1
3089,FCEQN-7973,2,2.0,23,S,2.0,A,3.0,NC,1.0,3,3.0,2
3090,FCEQN-7951,2,2.0,23,S,0.0,A,1.0,NC,1.0,3,3.0,0
3091,FCEQN-7269,1,2.0,33,S,0.0,A,1.0,NC,-1.0,-1,-1.0,1
3092,FCEQN-8157,2,2.0,23,N,0.0,P,1.0,NC,2.0,-1,7.0,5
3093,FCEQN-5015,1,1.0,27,N,1.0,A,1.0,No,2.0,3,3.0,0
3094,FCEQN-7939,2,2.0,24,N,0.0,A,1.0,NC,1.0,1,5.0,3
3095,FCEQN-7950,2,1.0,24,N,2.0,A,1.0,NC,-1.0,-1,-1.0,2
3096,FCEQN-7373,2,1.0,24,N,1.0,A,1.0,NC,-1.0,4,5.0,7
3097,FCEQN-7374,1,1.0,24,N,1.0,A,1.0,NC,2.0,3,3.0,4
3098,FCEQN-6467,1,1.0,26,N,0.0,A,1.0,NC,1.0,-1,1.0,3
3099,FCEQN-8159,1,1.0,50,S,1.0,A,1.0,NC,2.0,-1,-1.0,0
3100,FCEQN-7495,2,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,-1.0,1
3101,FCEQN-8160,2,1.0,33,S,1.0,A,2.0,NC,-1.0,-1,-1.0,0
3102,FCEQN-8161,2,2.0,53,N,1.0,P,1.0,NC,-1.0,-1,-1.0,1
3103,FCEQN-8163,2,2.0,22,S,2.0,A,1.0,NC,1.0,4,5.0,3
3104,FCEQN-8164,2,1.0,22,S,0.0,A,1.0,NC,-1.0,1,5.0,1
3105,FCEQN-8166,2,1.0,23,N,2.0,P,1.0,NC,-1.0,3,4.0,2
3106,FCEQN-8167,1,1.0,23,N,1.0,A,1.0,NC,2.0,1,5.0,0
3107,FCEQN-8168,2,1.0,22,N,1.0,A,1.0,NC,-1.0,-1,7.0,1
3108,FCEQN-8169,1,1.0,25,S,0.0,A,1.0,NC,1.0,1,5.0,2
3109,FCEQN-8170,2,2.0,24,N,1.0,A,1.0,NC,-1.0,-1,-1.0,1
3110,FCEQN-8173,1,3.0,22,N,1.0,P,1.0,NC,1.0,1,3.0,2
3111,FCEQN-8175,2,1.0,22,N,1.0,P,1.0,NC,-1.0,-1,-1.0,1
3112,FCEQN-8177,2,1.0,22,N,2.0,P,1.0,NC,-1.0,3,3.0,1
3113,FCEQN-8178,1,1.0,22,S,0.0,P,1.0,NC,-1.0,-1,-1.0,3
3114,FCEQN-8181,1,1.0,22,N,1.0,A,1.0,NC,-1.0,1,5.0,0
3115,FCEQN-8182,2,1.0,23,S,1.0,A,1.0,NC,-1.0,3,5.0,1
3116,FCEQN-8184,2,1.0,22,S,2.0,A,1.0,NC,-1.0,-1,7.0,1
3117,FCEQN-8185,1,1.0,23,S,0.0,A,1.0,NC,-1.0,-1,-1.0,3
3118,FCEQN-8189,2,1.0,22,N,1.0,A,1.0,NC,-1.0,-1,7.0,2
3119,FCEQN-8190,2,1.0,24,N,2.0,P,1.0,NC,3.0,3,5.0,3
3120,FCEQN-8194,2,1.0,23,N,1.0,A,1.0,NC,-1.0,-1,-1.0,3
3121,FCEQN-8196,2,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,7.0,1
3122,FCEQN-8197,2,1.0,22,S,0.0,A,1.0,NC,1.0,3,5.0,1
3123,FCEQN-8200,1,1.0,41,S,2.0,P,1.0,NC,-1.0,-1,7.0,1
3124,FCEQN-8199,2,2.0,26,S,1.0,P,1.0,NC,2.0,3,5.0,2
3125,FCEQN-8203,1,1.0,22,S,1.0,A,1.0,NC,-1.0,1,5.0,0
3126,FCEQN-8208,2,2.0,23,S,1.0,A,1.0,NC,2.0,1,5.0,3
3127,FCEQN-8209,1,1.0,23,S,0.0,A,1.0,NC,-1.0,-1,-1.0,3
3128,FCEQN-8210,2,1.0,31,S,1.0,A,1.0,NC,-1.0,-1,7.0,6
3129,FCEQN-8212,1,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,-1.0,2
3130,FCEQN-8214,2,1.0,23,N,0.0,A,1.0,NC,1.0,1,6.0,1
3131,FCEQN-8216,2,1.0,23,S,2.0,A,1.0,NC,2.0,3,5.0,2
3132,FCEQN-8186,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,5
3133,FCEQN-8218,2,1.0,22,N,1.0,A,1.0,NC,2.0,1,5.0,2
3134,FCEQN-8219,2,1.0,28,S,1.0,A,1.0,NC,-1.0,-1,7.0,3
3135,FCEQN-8220,2,1.0,22,N,2.0,P,1.0,NC,-1.0,1,5.0,1
3136,FCEQN-8221,2,1.0,22,N,0.0,A,1.0,NC,2.0,1,5.0,0
3137,FCEQN-8224,1,1.0,23,N,0.0,P,1.0,NC,-1.0,-1,7.0,3
3138,FCEQN-8226,1,1.0,22,S,1.0,P,1.0,NC,2.0,4,4.0,1
3139,FCEQN-8227,2,1.0,31,N,1.0,A,1.0,NC,2.0,-1,7.0,6
3140,FCEQN-8228,2,1.0,22,N,0.0,A,1.0,NC,-1.0,-1,7.0,3
3141,FCEQN-8229,1,1.0,23,N,2.0,P,1.0,NC,-1.0,-1,7.0,1
3142,FCEQN-8230,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,2
3143,FCEQN-8232,1,1.0,22,N,2.0,P,1.0,NC,2.0,1,5.0,2
3144,FCEQN-8237,2,1.0,28,S,0.0,A,1.0,NC,-1.0,-1,7.0,2
3145,FCEQN-8238,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,6
3146,FCEQN-8240,1,1.0,23,S,1.0,A,1.0,NC,-1.0,1,2.0,1
3147,FCEQN-8241,2,1.0,25,N,0.0,P,1.0,NC,-1.0,-1,7.0,1
3148,FCEQN-8242,2,1.0,24,N,1.0,A,1.0,NC,-1.0,-1,-1.0,1
3149,FCEQN-8243,2,1.0,25,S,2.0,P,1.0,NC,1.0,1,5.0,1
3150,FCEQN-8244,1,1.0,23,N,1.0,P,1.0,NC,-1.0,-1,-1.0,5
3151,FCEQN-8246,2,1.0,22,N,1.0,A,1.0,NC,-1.0,3,5.0,7
3152,FCEQN-8248,1,1.0,23,N,1.0,P,1.0,NC,-1.0,1,5.0,3
3153,FCEQN-8172,1,1.0,22,N,2.0,P,1.0,NC,-1.0,-1,7.0,7
3154,FCEQN-8249,2,1.0,23,N,1.0,P,1.0,NC,-1.0,-1,-1.0,4
3155,FCEQN-8250,2,1.0,22,N,1.0,A,1.0,NC,1.0,1,5.0,2
3156,FCEQN-8251,1,1.0,22,S,1.0,A,1.0,NC,-1.0,1,7.0,3
3157,FCEQN-8171,2,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,-1.0,8
3158,FCEQN-8252,2,1.0,23,N,0.0,A,1.0,NC,-1.0,-1,7.0,4
3159,FCEQN-8183,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,7.0,1
3160,FCEQN-8193,2,1.0,23,S,1.0,A,1.0,NC,-1.0,1,5.0,4
3161,FCEQN-8254,1,2.0,23,S,1.0,A,1.0,NC,1.0,-1,-1.0,2
3162,FCEQN-8255,2,1.0,22,S,2.0,P,1.0,NC,1.0,-1,7.0,4
3163,FCEQN-8256,1,1.0,24,S,0.0,A,1.0,NC,2.0,3,7.0,2
3164,FCEQN-8257,2,1.0,25,N,1.0,P,1.0,NC,-1.0,-1,7.0,1
3165,FCEQN-8258,2,1.0,26,S,2.0,P,1.0,NC,-1.0,-1,7.0,2
3166,FCEQN-8261,2,1.0,22,N,2.0,A,1.0,NC,-1.0,-1,7.0,1
3167,FCEQN-8268,1,1.0,25,S,2.0,A,1.0,NC,-1.0,-1,-1.0,2
3168,FCEQN-8269,2,1.0,40,S,1.0,A,2.0,NC,-1.0,3,2.0,0
3169,FCEQN-8274,2,1.0,23,S,1.0,A,1.0,NC,1.0,3,5.0,8
3170,FCEQN-8276,2,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
3171,FCEQN-8278,2,1.0,23,N,1.0,P,1.0,NC,-1.0,-1,7.0,4
3172,FCEQN-8279,2,1.0,22,N,0.0,P,1.0,NC,-1.0,-1,7.0,4
3173,FCEQN-8283,1,1.0,33,N,1.0,P,1.0,NC,-1.0,1,4.0,1
3174,FCEQN-8284,1,1.0,22,N,1.0,P,1.0,NC,-1.0,-1,-1.0,3
3175,FCEQN-8285,2,1.0,22,N,0.0,P,1.0,NC,-1.0,3,3.0,3
3176,FCEQN-8286,1,1.0,26,S,2.0,P,1.0,NC,-1.0,-1,7.0,4
3177,FCEQN-8289,1,1.0,22,S,0.0,A,1.0,NC,-1.0,3,4.0,6
3178,FCEQN-8290,2,1.0,22,S,1.0,A,1.0,NC,-1.0,-1,7.0,1
3179,FCEQN-8291,1,2.0,23,S,2.0,A,1.0,NC,2.0,-1,7.0,6
3180,FCEQN-8295,1,1.0,23,N,2.0,P,1.0,NC,-1.0,-1,7.0,1
3181,FCEQN-8298,2,1.0,23,S,2.0,A,1.0,NC,-1.0,-1,-1.0,2
3182,FCEQN-8299,2,1.0,23,S,1.0,A,1.0,NC,-1.0,3,7.0,2
3183,FCEQN-8302,1,1.0,22,N,2.0,A,1.0,NC,2.0,3,7.0,4
3184,FCEQN-8306,2,1.0,22,S,1.0,A,1.0,NC,1.0,1,7.0,3
3185,FCEQN-8308,2,1.0,24,S,1.0,A,1.0,NC,1.0,1,5.0,1
3186,FCEQN-8310,2,1.0,23,S,0.0,A,1.0,NC,1.0,3,3.0,4
3187,FCEQN-8311,1,1.0,22,S,1.0,A,1.0,NC,2.0,1,7.0,0
3188,FCEQN-8314,2,1.0,23,S,2.0,A,1.0,NC,-1.0,3,5.0,4
3189,FCEQN-8316,1,1.0,23,N,0.0,P,1.0,NC,3.0,3,5.0,2
3190,FCEQN-8319,2,1.0,24,S,2.0,A,1.0,NC,1.0,1,5.0,0
3191,FCEQN-8322,2,1.0,23,S,1.0,P,1.0,NC,1.0,-1,7.0,1
3192,FCEQN-8326,2,1.0,22,N,2.0,P,1.0,NC,1.0,1,5.0,2
3193,FCEQN-8328,1,1.0,25,S,1.0,P,1.0,NC,-1.0,-1,-1.0,7
3194,FCEQN-8331,1,1.0,22,S,0.0,A,1.0,NC,1.0,1,5.0,8
3195,FCEQN-8334,2,1.0,24,N,2.0,P,1.0,NC,1.0,-1,7.0,1
3196,FCEQN-8336,2,1.0,22,N,2.0,P,1.0,NC,2.0,1,5.0,1
3197,FCEQN-8337,2,1.0,23,N,0.0,P,1.0,NC,-1.0,-1,-1.0,2
3198,FCEQN-8340,2,1.0,23,N,1.0,A,1.0,NC,-1.0,3,5.0,1
3199,FCEQN-8344,2,1.0,22,S,0.0,P,1.0,NC,-1.0,-1,7.0,3
3200,FCEQN-8347,2,1.0,23,S,2.0,A,1.0,NC,2.0,-1,7.0,5
3201,FCEQN-8348,1,1.0,26,N,1.0,A,1.0,NC,-1.0,-1,7.0,0
3202,FCEQN-8349,1,1.0,24,S,1.0,P,1.0,NC,-1.0,-1,-1.0,2
3203,FCEQN-8350,2,1.0,23,N,0.0,A,1.0,NC,2.0,-1,7.0,0
3204,FCEQN-8352,2,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,7.0,3
3205,FCEQN-8353,2,1.0,23,S,2.0,A,1.0,NC,-1.0,-1,7.0,1
3206,FCEQN-8355,1,1.0,23,N,1.0,P,1.0,NC,1.0,3,5.0,0
3207,FCEQN-8357,2,1.0,27,N,0.0,A,1.0,NC,1.0,-1,7.0,3
3208,FCEQN-8359,1,1.0,25,N,0.0,A,1.0,NC,1.0,3,5.0,4
3209,FCEQN-8362,2,1.0,27,S,2.0,A,1.0,NC,-1.0,-1,7.0,2
3210,FCEQN-8363,2,1.0,26,S,1.0,A,1.0,NC,-1.0,-1,7.0,1
3211,FCEQN-8365,2,1.0,23,S,1.0,A,1.0,NC,1.0,1,5.0,2
3212,FCEQN-8369,1,1.0,26,S,0.0,A,1.0,NC,-1.0,3,3.0,0
3213,FCEQN-8370,2,1.0,30,N,1.0,A,1.0,NC,1.0,3,4.0,1
3214,FCEQN-8372,2,1.0,26,S,2.0,A,1.0,NC,1.0,-1,7.0,1
3215,FCEQN-8379,2,1.0,22,S,0.0,A,1.0,NC,1.0,1,5.0,3
3216,FCEQN-8386,2,1.0,27,S,1.0,P,1.0,NC,-1.0,-1,7.0,3
3217,FCEQN-8247,1,1.0,26,N,2.0,A,1.0,NC,2.0,-1,7.0,5
3218,FCEQN-8245,2,1.0,24,N,1.0,A,1.0,NC,-1.0,1,5.0,1
3219,FCEQN-8297,2,1.0,22,S,0.0,A,1.0,NC,-1.0,-1,-1.0,3
3220,FCEQN-8296,1,1.0,25,S,0.0,A,1.0,NC,-1.0,1,5.0,2
3221,FCEQN-8294,1,1.0,23,S,0.0,A,1.0,NC,-1.0,-1,7.0,2
3222,FCEQN-8389,2,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,7.0,7
3223,FCEQN-8293,1,1.0,22,N,1.0,P,1.0,NC,-1.0,3,6.0,7
3224,FCEQN-8391,2,1.0,22,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
3225,FCEQN-8392,1,1.0,22,S,2.0,P,1.0,NC,1.0,3,4.0,0
3226,FCEQN-8394,2,1.0,27,S,1.0,A,1.0,NC,-1.0,-1,-1.0,3
3227,FCEQN-8288,1,1.0,22,S,1.0,A,1.0,NC,1.0,1,3.0,0
3228,FCEQN-8287,1,1.0,27,S,0.0,A,1.0,NC,-1.0,-1,7.0,5
3229,FCEQN-8396,2,1.0,23,N,1.0,P,1.0,NC,-1.0,-1,7.0,2
3230,FCEQN-8400,1,1.0,25,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
3231,FCEQN-8402,1,1.0,23,N,2.0,P,1.0,NC,-1.0,-1,7.0,1
3232,FCEQN-8403,1,1.0,22,N,0.0,P,1.0,NC,1.0,4,5.0,1
3233,FCEQN-8404,2,1.0,21,N,1.0,A,1.0,NC,-1.0,4,7.0,0
3234,FCEQN-8405,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
3235,FCEQN-8406,2,1.0,23,S,0.0,P,1.0,NC,-1.0,-1,7.0,0
3236,FCEQN-8407,1,1.0,23,S,1.0,P,1.0,NC,3.0,3,3.0,1
3237,FCEQN-8408,2,1.0,23,S,1.0,A,1.0,NC,3.0,1,4.0,7
3238,FCEQN-8411,1,1.0,24,N,2.0,P,1.0,NC,2.0,3,4.0,0
3239,FCEQN-8414,1,1.0,25,S,0.0,A,1.0,NC,-1.0,-1,-1.0,2
3240,FCEQN-8415,2,1.0,23,S,2.0,P,1.0,NC,3.0,1,3.0,3
3241,FCEQN-8418,1,1.0,37,S,2.0,A,1.0,NC,-1.0,-1,7.0,6
3242,FCEQN-8420,1,1.0,25,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
3243,FCEQN-8422,2,1.0,23,S,0.0,P,1.0,NC,-1.0,-1,7.0,5
3244,FCEQN-8423,2,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,7.0,0
3245,FCEQN-8424,1,2.0,22,S,1.0,A,1.0,NC,1.0,1,3.0,1
3246,FCEQN-8429,1,1.0,23,N,0.0,A,1.0,NC,-1.0,-1,7.0,3
3247,FCEQN-8430,2,1.0,28,S,0.0,A,1.0,NC,-1.0,-1,7.0,1
3248,FCEQN-8431,2,1.0,36,N,0.0,P,1.0,NC,-1.0,-1,-1.0,13
3249,FCEQN-8432,1,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,7.0,2
3250,FCEQN-8433,2,1.0,24,S,0.0,A,1.0,NC,-1.0,-1,-1.0,9
3251,FCEQN-8434,2,1.0,22,S,1.0,P,1.0,NC,-1.0,-1,-1.0,2
3252,FCEQN-8438,1,1.0,24,N,2.0,A,1.0,NC,-1.0,-1,7.0,2
3253,FCEQN-8442,1,1.0,24,S,1.0,A,1.0,NC,-1.0,-1,-1.0,4
3254,FCEQN-8443,1,1.0,22,S,2.0,A,1.0,NC,1.0,3,4.0,4
3255,FCEQN-8444,2,1.0,22,S,0.0,A,1.0,NC,-1.0,-1,-1.0,1
3256,FCEQN-8445,2,1.0,23,N,2.0,A,1.0,NC,-1.0,-1,7.0,1
3257,FCEQN-8446,2,1.0,23,N,1.0,A,1.0,NC,-1.0,3,3.0,6
3258,FCEQN-8448,1,1.0,22,S,1.0,A,1.0,NC,-1.0,-1,7.0,2
3259,FCEQN-8449,1,1.0,23,N,1.0,P,1.0,NC,1.0,3,5.0,4
3260,FCEQN-8450,1,1.0,24,N,1.0,P,1.0,NC,1.0,3,5.0,0
3261,FCEQN-8453,1,1.0,30,N,0.0,A,1.0,NC,1.0,-1,7.0,4
3262,FCEQN-8456,2,1.0,23,S,1.0,A,1.0,NC,-1.0,-1,-1.0,0
3263,FCEQN-8457,2,1.0,23,S,0.0,A,1.0,NC,-1.0,-1,-1.0,5
3264,FCEQN-8459,2,1.0,22,N,1.0,A,1.0,NC,-1.0,3,5.0,1
3265,FCEQN-8460,2,1.0,24,N,1.0,P,1.0,NC,1.0,3,3.0,8
3266,FCEQN-8461,1,1.0,23,S,1.0,P,1.0,NC,-1.0,-1,-1.0,1
3267,FCEQN-8463,2,1.0,22,S,1.0,A,1.0,NC,2.0,1,4.0,3
3268,FCEQN-8464,1,1.0,22,S,1.0,A,1.0,NC,-1.0,-1,7.0,4
3269,FCEQN-8467,2,1.0,23,N,1.0,P,1.0,NC,1.0,-1,7.0,1
3270,FCEQN-8470,1,1.0,24,N,1.0,P,1.0,NC,-1.0,-1,-1.0,1
3271,FCEQN-8481,1,1.0,23,S,1.0,A,1.0,NC,-1.0,4,7.0,3
3272,FCEQN-8482,2,1.0,23,S,2.0,A,1.0,NC,-1.0,-1,-1.0,1
3273,FCEQN-8483,2,1.0,22,S,2.0,P,1.0,NC,-1.0,4,4.0,0
3274,FCEQN-8484,2,1.0,23,S,2.0,A,1.0,NC,1.0,4,5.0,4
3275,FCEQN-8485,2,1.0,22,N,0.0,A,1.0,NC,-1.0,4,5.0,2
3276,FCEQN-8486,1,1.0,22,S,1.0,A,1.0,NC,-1.0,4,5.0,0
3277,FCEQN-8492,2,1.0,23,S,2.0,A,1.0,NC,1.0,3,2.0,10
3278,FCEQN-8493,2,1.0,23,S,0.0,P,1.0,NC,2.0,1,6.0,1
